question,Doc,Topic,Probability
Live in California but work for Illinois-based company,1846,17,0.30494365096092224
What are the real risks in “bio-technology” companies?,1847,16,0.5289548635482788
Taxing GoFundMe Donations,1848,18,0.855293869972229
Sleazy Bait and Switch Marketing — Is this legal?,1849,27,0.8984576463699341
"Please explain the relationship between dividend amount, stock price, and option value?",1850,1,0.37994489073753357
Is it wise for an independent contractor to avoid corporation tax by planning to only break even each year?,1851,18,0.963625431060791
Tax me more: Can I pay extra to the government so I don't have to deal with all this paperwork? ,1852,18,0.3621741533279419
What does “check payable to” mean?,1853,27,0.5153932571411133
Why small retail stores ask for ID with a credit card while big don't,1854,20,0.5755155682563782
What is the difference between hedging and diversification? How does each reduce risk?,1855,16,0.7241133451461792
How to evaluate an annuity,1856,24,0.4760250449180603
How to calculate my real earnings from hourly temp-to-hire moving to salaried employee?,1857,18,0.5654457807540894
Tax consequences of changing state residency?,1858,18,0.7132869362831116
Is buying a home a good idea?,1859,27,0.43029171228408813
How come the government can value a home more than was paid for the house?,1860,27,0.39197391271591187
Why would a car company lend me money at a very low interest rate?,1861,34,0.41712304949760437
Can increasing my tax withholding from my full-time job cover FICA taxes for my freelance work?,1862,22,0.4909556210041046
"In Canada, how much money can I gift a friend or family member without them being taxed on it?",1863,22,0.5867822170257568
Can I write off (deduct) expenses in a period where my corporation makes no money?,1864,22,0.5482738614082336
When do I pay taxes if I'm self employed?,1865,22,0.89849853515625
Offshore bank account with online International wire-transfer facility for Indians ,1866,22,0.9218131303787231
Preferred vs Common Shares in Private Corporation,1867,17,0.7113008499145508
Borrowing money and then investing it — smart or nart?,1868,22,0.527313768863678
Bonus issue - Increasing share capital,1869,15,0.7501135468482971
How to calculate my estimated taxes. 1099 MISC + Self Employment,1870,22,0.5934648513793945
Proper etiquette for loans from friends ,1871,27,0.9218024611473083
What items are exempt from the VAT? [U.K.],1872,18,0.8984687924385071
"Merchant dispute with airline over missed flight, and which credit cards offer protection?",1873,20,0.8070607781410217
Why is the highest quintile the only quintile whose wealth exceeds its income? ,1874,5,0.762681782245636
Is there any advantage to owning equity in a company compared to a royalty agreement?,1875,17,0.7272165417671204
Who can truly afford luxury cars?,1876,27,0.9218059778213501
Paying myself a dividend from ltd company,1877,1,0.3024592995643616
Optimal term/number of months for car finance or lease?,1878,0,0.35915321111679077
Calculating the total capital of a company?,1879,17,0.6641548871994019
What are the implications of a corporate stock repurchase or share buyback program?,1880,15,0.49278542399406433
How do I determine ownership split on a franchise model?,1881,17,0.5181443095207214
"Home owners association for houses, pro/cons",1882,7,0.6318862438201904
Should I make extra payments to my under water mortgage or increase my savings?,1883,7,0.49415019154548645
"What kind of life insurance is cheaper? I'm not sure about term vs. whole vs. universal, etc",1884,17,0.9464324116706848
How can I have credit cards without having a credit history or credit score?,1885,20,0.9464561343193054
Company asking for card details to refund over email,1886,20,0.6931856870651245
What Did Benjamin Graham Mean by Earnings Stability in The Intelligent Investor?,1887,6,0.6102288961410522
How long can I convert 401(k) to Roth 401(k)?,1888,0,0.02857142873108387
Long vs. short term capital gains on real estate,1889,17,0.898506224155426
"Dry cleaners lost $160 pants, what should I do?",1890,22,0.9217804670333862
What is the difference between equity and assets?,1891,7,0.30315840244293213
Why is the fractional-reserve banking not a Ponzi scheme? ,1892,0,0.02857142873108387
On paper I have 1 share in my company. How can I sell a smaller percentage of my company to another party?,1893,17,0.6897079348564148
Am I considered in debt if I pay a mortgage?,1894,7,0.23288144171237946
I received $1000 and was asked to send it back. How was this scam meant to work?,1895,17,0.4246944487094879
How to calculate car insurance quote,1896,27,0.48303189873695374
What is meant by one being in a “tax bracket”?,1897,18,0.5959975719451904
What are my investment options in real estate?,1898,26,0.4299601912498474
should the Market Capitalization be equal to the Equity of the firm,1899,25,0.7255255579948425
Buying a multi-family home to rent part and live in the rest,1900,27,0.654484748840332
What are the tax benefits of a LLC vs a sole proprietorship?,1901,18,0.6522056460380554
"AVS Address Verification System of BOTH Credit and Debit Cards - WHERE, HOW? ",1902,20,0.9464418292045593
Can I force him to pay? ,1903,27,0.8552824854850769
Indicators a stock is part of a pump and dump scheme?,1904,17,0.9218215346336365
Tax Form 1099 and hourly worker do i file a W-2 if my employer filed the 1099 for me?,1905,18,0.9537313580513
Should I refi a rental property to reduce income tax from positive cash flow and use the equity pulled out to fund an annuity?,1906,18,0.5738078951835632
What are FICA taxes for a sole proprietor in the United States,1907,18,0.8984854221343994
Is technical analysis based on some underlying factors in the market or do they work simply because other people use them?,1908,22,0.5480000972747803
Multiple accounts stagnant after quitting job.,1909,22,0.9364213943481445
Tax and financial implications of sharing my apartment with my partner,1910,18,0.511097252368927
What's a normal personal debt / equity ratio for a highly educated person?,1911,1,0.4592970013618469
How can I live outside of the rat race of American life with 300k?,1912,22,0.9217939972877502
A check I received was lost. My options?,1913,22,0.6852059364318848
How do I figure out the next step in deciding to sell my home to the market or to a uniquely interested buyer?,1914,27,0.6563841700553894
"When transferring money between two parties, under what circumstances is it considered taxable income?",1915,22,0.3924272358417511
Are stock investments less favorable for the smaller investor? ,1916,25,0.441701203584671
Are those “auto-pilot” programs a scam or waste of time?,1917,15,0.5646200180053711
"Claiming mileage allowances, what are the rules/guidelines?",1918,18,0.6253684759140015
What kind of company is USAA?,1919,17,0.8552536368370056
How do I calculate two standard deviations away from the stock price?,1920,29,0.7787424325942993
Can mutual fund prices have opening gaps? Might my order to be filled at a higher price?,1921,29,0.5652443766593933
Primary Residence to Investment Property - Changing PMI Terms,1922,14,0.5525553822517395
"When you're really young and have about 2K to start investing $ for retirement, why do some people advise you to go risky?",1923,19,0.327485054731369
Mailed in One-time Payment by Check,1924,27,0.6570762395858765
VAT & Tax implications of selling software,1925,18,0.558639645576477
Using financial news releases to trade stocks?,1926,25,0.5422244668006897
how late can i put money into an IRA and still have it count for 2015?,1927,22,0.6753067374229431
Multiple people interested in an Apartment,1928,22,0.9217800498008728
“Inflation actually causes people not to spend”… could it be true? ,1929,22,0.9537322521209717
property owned 50/50 between my brother and me,1930,14,0.8984759449958801
Why does Bank of America sometimes refer to itself as Banc of America on some documents?,1931,5,0.8984725475311279
What is the cost of “free” trades?,1932,27,0.600403904914856
Intrinsic value of non-voting shares which don't pay dividends,1933,15,0.28183919191360474
How to shop for mortgage rates ?,1934,7,0.5462565422058105
Do you have to be mega-rich to invest in companies pre-IPO?,1935,1,0.480508953332901
Would it ever be a bad idea to convert a traditional IRA to a Roth IRA with the following assumptions?,1936,18,0.4912995994091034
Recommended education path for a future individual investor?,1937,6,0.9464431405067444
Investing in low cost index fund — does the timing matter?,1938,19,0.8175268769264221
Is it legal for a landlord to report a large payment to a tenant using Form 1099?,1939,27,0.4720112383365631
Can a car company refuse to give me a copy of my contract or balance details?,1940,27,0.46058622002601624
Tips for insurance coverage for one-man-teams,1941,32,0.7333083152770996
Primerica: All it claims to be? ,1942,18,0.7481415271759033
Do retailers ever stock goods just to make other goods sell better? ,1943,25,0.6258167028427124
Which dividend bearing stock should be chosen by price?,1944,25,0.329856276512146
Does a US LLC need to file taxes if owned by a foreign citizen?,1945,22,0.9464529156684875
